Name of Restaurant,City,Country Code,Day of Week,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute
Blaze Fast-Fire'd Pizza,Charlotte,US,4,11,0,23,0
Blaze Fast-Fire'd Pizza,Charlotte,US,5,11,0,23,0
Blaze Fast-Fire'd Pizza,Charlotte,US,6,11,0,22,0
Bleecker St.,London,GB,0,11,30,21,0
Bleecker St.,London,GB,1,11,30,21,0
Bleecker St.,London,GB,2,11,30,21,0
Bleecker St.,London,GB,3,11,30,21,0
Bleecker St.,London,GB,4,11,30,21,0
Bleecker St.,London,GB,5,11,30,21,0
Bleecker St.,London,GB,6,11,30,21,0
Blend on the Water,Long Island City,US,0,11,0,15,30
Blend on the Water,Long Island City,US,0,17,0,23,0
Blend on the Water,Long Island City,US,1,11,0,15,30
Blend on the Water,Long Island City,US,1,17,0,23,0
Blend on the Water,Long Island City,US,2,11,0,15,30
Blend on the Water,Long Island City,US,2,17,0,23,0
Blend on the Water,Long Island City,US,3,11,0,15,30
Blend on the Water,Long Island City,US,3,17,0,23,0
Blend on the Water,Long Island City,US,4,11,0,15,30
Blend on the Water,Long Island City,US,4,17,0,23,0
Blend on the Water,Long Island City,US,5,11,0,15,30
Blend on the Water,Long Island City,US,5,17,0,23,0
Blend on the Water,Long Island City,US,6,11,0,15,30
Blend on the Water,Long Island City,US,6,17,0,23,0
Blessing's,London,GB,1,11,0,0,0
Blessing's,London,GB,2,11,0,0,0
Blessing's,London,GB,3,11,0,1,0
Blessing's,London,GB,4,11,0,1,0
Blessing's,London,GB,5,11,0,1,0
Blessing's,London,GB,6,11,0,23,0
Blimpie,Detroit,US,0,10,0,21,0
Blimpie,Detroit,US,1,10,0,21,0
Blimpie,Detroit,US,2,10,0,21,0
Blimpie,Detroit,US,3,10,0,21,0
Blimpie,Detroit,US,4,10,0,20,0
Blimpie,Detroit,US,5,10,0,16,0
Bliss Rebar,Phoenix,US,0,11,0,0,0
Bliss Rebar,Phoenix,US,1,11,0,0,0
Bliss Rebar,Phoenix,US,2,11,0,0,0
Bliss Rebar,Phoenix,US,3,11,0,0,0
Bliss Rebar,Phoenix,US,4,11,0,2,0
Bliss Rebar,Phoenix,US,5,10,0,2,0
Bliss Rebar,Phoenix,US,6,10,0,2,0
Bloc+,Glasgow,GB,0,12,0,3,0
Bloc+,Glasgow,GB,1,12,0,3,0
Bloc+,Glasgow,GB,2,12,0,3,0
Bloc+,Glasgow,GB,3,12,0,3,0
Bloc+,Glasgow,GB,4,12,0,3,0
Bloc+,Glasgow,GB,5,12,0,3,0
Bloc+,Glasgow,GB,6,12,0,3,0
Blok M Express,Melbourne,AU,0,11,0,21,0
Blok M Express,Melbourne,AU,1,11,0,21,0
Blok M Express,Melbourne,AU,2,11,0,21,0
Blok M Express,Melbourne,AU,3,11,0,22,0
Blok M Express,Melbourne,AU,4,11,0,22,0
Blok M Express,Melbourne,AU,5,11,0,22,0
Blok M Express,Melbourne,AU,6,11,0,22,0
Bloodwood,Newtown,AU,0,17,0,23,0
Bloodwood,Newtown,AU,1,17,0,23,0
Bloodwood,Newtown,AU,2,17,0,23,0
Bloodwood,Newtown,AU,3,17,0,23,0
Bloodwood,Newtown,AU,4,17,0,23,0
Bloodwood,Newtown,AU,5,12,0,23,30
Bloodwood,Newtown,AU,6,12,0,22,0
Blossom,Las Vegas,US,0,6,0,22,30
Blossom,Las Vegas,US,1,6,0,22,30
Blossom,Las Vegas,US,2,6,0,22,30
Blossom,Las Vegas,US,3,6,0,22,30
Blossom,Las Vegas,US,4,6,0,22,30
Blossom,Las Vegas,US,5,6,0,22,30
Blossom,Las Vegas,US,6,6,0,22,30
BLR By Shojo,Boston,US,1,17,0,22,30
BLR By Shojo,Boston,US,2,17,0,22,30
BLR By Shojo,Boston,US,3,17,0,22,30
BLR By Shojo,Boston,US,4,17,0,22,30
BLR By Shojo,Boston,US,5,17,0,22,30
BLR By Shojo,Boston,US,6,17,0,22,0
Blue 44 Restaurant & Bar,Washington,US,0,17,0,22,0
Blue 44 Restaurant & Bar,Washington,US,1,11,30,14,30
Blue 44 Restaurant & Bar,Washington,US,1,17,0,22,0
Blue 44 Restaurant & Bar,Washington,US,2,11,30,14,30
Blue 44 Restaurant & Bar,Washington,US,2,17,0,22,0
Blue 44 Restaurant & Bar,Washington,US,3,11,30,14,30
Blue 44 Restaurant & Bar,Washington,US,3,17,0,22,0
Blue 44 Restaurant & Bar,Washington,US,4,11,30,14,30
Blue 44 Restaurant & Bar,Washington,US,4,17,0,22,0
Blue 44 Restaurant & Bar,Washington,US,5,11,30,14,30
Blue 44 Restaurant & Bar,Washington,US,5,17,0,22,0
Blue 44 Restaurant & Bar,Washington,US,6,11,0,14,30
Blue 44 Restaurant & Bar,Washington,US,6,17,0,21,0
Blue Door Bistro,London,GB,0,7,0,10,0
Blue Door Bistro,London,GB,0,12,30,14,30
Blue Door Bistro,London,GB,0,17,30,22,30
Blue Door Bistro,London,GB,1,7,0,10,0
Blue Door Bistro,London,GB,1,12,30,14,30
Blue Door Bistro,London,GB,1,17,30,22,30
Blue Door Bistro,London,GB,2,7,0,10,0
Blue Door Bistro,London,GB,2,12,30,14,30
Blue Door Bistro,London,GB,2,17,30,22,30
Blue Door Bistro,London,GB,3,7,0,10,0
Blue Door Bistro,London,GB,3,12,30,14,30
Blue Door Bistro,London,GB,3,17,30,22,30
Blue Door Bistro,London,GB,4,7,0,10,0
Blue Door Bistro,London,GB,4,12,30,14,30
Blue Door Bistro,London,GB,4,17,30,22,30
Blue Door Bistro,London,GB,5,7,0,11,0
Blue Door Bistro,London,GB,5,12,30,14,30
Blue Door Bistro,London,GB,5,17,30,22,30
Blue Door Bistro,London,GB,6,7,0,12,0
Blue Door Bistro,London,GB,6,13,0,14,30
Blue Door Bistro,London,GB,6,17,30,21,30
Blue Door Farm Stand,Chicago,US,0,10,0,20,0
Blue Door Farm Stand,Chicago,US,1,10,0,20,0
Blue Door Farm Stand,Chicago,US,2,10,0,20,0
Blue Door Farm Stand,Chicago,US,3,10,0,20,0
Blue Door Farm Stand,Chicago,US,4,10,0,20,0
Blue Door Farm Stand,Chicago,US,5,10,0,20,0
Blue Door Farm Stand,Chicago,US,6,10,0,20,0
Blue Dragon,Boston,US,0,11,30,1,0
Blue Dragon,Boston,US,1,11,30,1,0
Blue Dragon,Boston,US,2,11,30,1,0
Blue Dragon,Boston,US,3,11,30,1,0
Blue Dragon,Boston,US,4,11,0,1,0
Blue Dragon,Boston,US,5,15,0,1,0
Blue Fish Cafe,Sydney,AU,0,8,0,0,30
Blue Fish Cafe,Sydney,AU,1,8,0,0,30
Blue Fish Cafe,Sydney,AU,2,8,0,0,30
Blue Fish Cafe,Sydney,AU,3,8,0,0,30
Blue Fish Cafe,Sydney,AU,4,8,0,0,30
Blue Fish Cafe,Sydney,AU,5,8,0,0,30
Blue Fish Cafe,Sydney,AU,6,8,0,0,30
Blue Hound Kitchen & Cocktails,Phoenix,US,0,11,0,1,0
Blue Hound Kitchen & Cocktails,Phoenix,US,1,11,0,1,0
Blue Hound Kitchen & Cocktails,Phoenix,US,2,11,0,1,0
Blue Hound Kitchen & Cocktails,Phoenix,US,3,11,0,1,0
Blue Hound Kitchen & Cocktails,Phoenix,US,4,11,0,0,0
Blue Hound Kitchen & Cocktails,Phoenix,US,5,11,0,0,0
Blue Hound Kitchen & Cocktails,Phoenix,US,6,11,0,1,0
Blue Island Oyster Bar,Denver,US,0,11,0,22,0
Blue Island Oyster Bar,Denver,US,1,11,0,22,0
Blue Island Oyster Bar,Denver,US,2,11,0,22,0
Blue Island Oyster Bar,Denver,US,3,11,0,22,0
Blue Island Oyster Bar,Denver,US,4,11,0,22,0
Blue Island Oyster Bar,Denver,US,5,10,0,22,0
Blue Island Oyster Bar,Denver,US,6,10,0,21,0
Blue Mango,San Jose,US,0,11,0,21,30
Blue Mango,San Jose,US,1,11,0,21,30
Blue Mango,San Jose,US,2,11,0,21,30
Blue Mango,San Jose,US,3,11,0,21,30
Blue Mango,San Jose,US,4,11,0,21,30
Blue Mango,San Jose,US,5,11,0,21,30
Blue Mango,San Jose,US,6,11,0,21,30
Blue Moon Bar,Melbourne,AU,0,17,0,0,0
Blue Moon Bar,Melbourne,AU,1,17,0,0,0
Blue Moon Bar,Melbourne,AU,2,17,0,1,0
Blue Moon Bar,Melbourne,AU,3,17,0,1,0
Blue Moon Bar,Melbourne,AU,4,17,0,1,0
Blue Moon Bar,Melbourne,AU,5,15,0,1,0
Blue Moon Bar,Melbourne,AU,6,15,0,0,0
Blue Pacific At Hoover Foodmart,Birmingham,US,0,11,0,14,30
Blue Pacific At Hoover Foodmart,Birmingham,US,0,17,30,20,30
Blue Pacific At Hoover Foodmart,Birmingham,US,1,11,0,14,30
Blue Pacific At Hoover Foodmart,Birmingham,US,1,17,30,20,30
Blue Pacific At Hoover Foodmart,Birmingham,US,2,11,0,14,30
Blue Pacific At Hoover Foodmart,Birmingham,US,2,17,30,20,30
Blue Pacific At Hoover Foodmart,Birmingham,US,3,11,0,14,30
Blue Pacific At Hoover Foodmart,Birmingham,US,3,17,30,20,30
Blue Pacific At Hoover Foodmart,Birmingham,US,4,11,0,14,30
Blue Pacific At Hoover Foodmart,Birmingham,US,4,17,30,20,30
Blue Pacific At Hoover Foodmart,Birmingham,US,5,11,0,14,30
Blue Pacific At Hoover Foodmart,Birmingham,US,5,17,30,20,30
Blue Pan Pizza,Denver,US,0,16,0,22,0
Blue Pan Pizza,Denver,US,1,16,0,22,0
Blue Pan Pizza,Denver,US,2,16,0,22,0
Blue Pan Pizza,Denver,US,3,11,30,22,0
Blue Pan Pizza,Denver,US,4,11,30,22,0
Blue Pan Pizza,Denver,US,5,11,30,22,0
Blue Pan Pizza,Denver,US,6,11,30,22,0
Blue Plate,San Francisco,US,0,17,30,22,0
Blue Plate,San Francisco,US,1,17,30,22,0
Blue Plate,San Francisco,US,2,17,30,22,0
Blue Plate,San Francisco,US,3,17,30,22,0
Blue Plate,San Francisco,US,4,17,30,22,30
Blue Plate,San Francisco,US,5,17,30,22,30
Blue Plate,San Francisco,US,6,17,30,21,30
Blue Ribbon Brasserie,New York,US,0,16,0,4,0
Blue Ribbon Brasserie,New York,US,1,16,0,4,0
Blue Ribbon Brasserie,New York,US,2,16,0,4,0
Blue Ribbon Brasserie,New York,US,3,16,0,4,0
Blue Ribbon Brasserie,New York,US,4,16,0,4,0
Blue Ribbon Brasserie,New York,US,5,16,0,4,0
Blue Ribbon Brasserie,New York,US,6,16,0,4,0
Blue Rock BBQ,San Jose,US,0,11,0,21,0
Blue Rock BBQ,San Jose,US,1,11,0,21,0
Blue Rock BBQ,San Jose,US,2,11,0,21,0
Blue Rock BBQ,San Jose,US,3,11,0,21,0
Blue Rock BBQ,San Jose,US,4,11,0,21,0
Blue Rock BBQ,San Jose,US,5,11,0,21,0
Blue Rock BBQ,San Jose,US,6,12,0,20,0
Blue Star Cafe,Detroit,US,0,7,0,15,30
Blue Star Cafe,Detroit,US,1,7,0,15,30
Blue Star Cafe,Detroit,US,2,7,0,15,30
Blue Star Cafe,Detroit,US,3,7,0,15,30
Blue Star Cafe,Detroit,US,4,7,0,15,30
Blue Water Seafood & Crab,San Jose,US,0,11,0,0,0
Blue Water Seafood & Crab,San Jose,US,1,11,0,0,0
Blue Water Seafood & Crab,San Jose,US,2,11,0,0,0
Blue Water Seafood & Crab,San Jose,US,3,11,0,0,0
Blue Water Seafood & Crab,San Jose,US,4,11,0,0,0
Blue Water Seafood & Crab,San Jose,US,5,11,0,0,0
Blue Water Seafood & Crab,San Jose,US,6,10,0,0,0
Bluebag,Melbourne,AU,0,7,0,16,0
Bluebag,Melbourne,AU,1,7,0,16,0
Bluebag,Melbourne,AU,2,7,0,16,0
Bluebag,Melbourne,AU,3,7,0,16,0
Bluebag,Melbourne,AU,4,7,0,16,0
Bluebag,Melbourne,AU,5,7,0,16,0
Blueberry Hill Family Restaurant,Las Vegas,US,0,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,1,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,2,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,3,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,4,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,5,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,6,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,0,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,1,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,2,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,3,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,4,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,5,0,0,0,0
Blueberry Hill Family Restaurant,Las Vegas,US,6,0,0,0,0
BlueBird Coffee,Sydney,AU,0,7,30,20,0
BlueBird Coffee,Sydney,AU,1,7,30,20,0
BlueBird Coffee,Sydney,AU,2,7,30,20,0
BlueBird Coffee,Sydney,AU,3,7,30,21,30
BlueBird Coffee,Sydney,AU,4,7,30,22,30
BlueBird Coffee,Sydney,AU,5,10,0,22,0
BlueBird Coffee,Sydney,AU,6,10,0,22,0
Blueprint Bar,Denver,US,0,16,0,22,0
Blueprint Bar,Denver,US,1,16,0,22,0
Blueprint Bar,Denver,US,2,16,0,22,0
Blueprint Bar,Denver,US,3,16,0,23,0
Blueprint Bar,Denver,US,4,16,0,23,0
Blueprint Bar,Denver,US,5,15,0,23,0
BlueSea,San Jose,US,0,11,0,22,0
BlueSea,San Jose,US,1,11,0,22,0
BlueSea,San Jose,US,2,11,0,22,0
BlueSea,San Jose,US,3,11,0,22,0
BlueSea,San Jose,US,4,11,0,23,0
BlueSea,San Jose,US,5,11,0,22,0
BlueSea,San Jose,US,6,11,0,22,0
Bluestone,Melbourne,AU,0,12,0,23,0
Bluestone,Melbourne,AU,1,12,0,23,0
Bluestone,Melbourne,AU,2,12,0,23,0
Bluestone,Melbourne,AU,3,12,0,23,0
Bluestone,Melbourne,AU,4,12,0,23,0
Bluestone,Melbourne,AU,5,12,0,23,0
Bluestone,Melbourne,AU,6,12,0,23,0
BlueStone,Seattle,US,0,11,0,21,30
BlueStone,Seattle,US,1,11,0,21,30
BlueStone,Seattle,US,2,11,0,21,30
BlueStone,Seattle,US,3,11,0,21,30
BlueStone,Seattle,US,4,11,0,22,30
BlueStone,Seattle,US,5,11,0,22,30
Blunch,Boston,US,0,8,0,15,0
Blunch,Boston,US,1,8,0,15,0
Blunch,Boston,US,5,9,0,15,0
Board Game Republic,Denver,US,0,16,0,22,0
Board Game Republic,Denver,US,2,16,0,22,0
Board Game Republic,Denver,US,3,11,0,22,0
Board Game Republic,Denver,US,4,11,0,0,0
Board Game Republic,Denver,US,5,11,0,0,0
Board Game Republic,Denver,US,6,11,0,22,0
Boat Street Kitchen & Bistro,Seattle,US,0,10,30,14,30
Boat Street Kitchen & Bistro,Seattle,US,0,18,0,21,0
Boat Street Kitchen & Bistro,Seattle,US,1,10,30,14,30
Boat Street Kitchen & Bistro,Seattle,US,2,10,30,14,30
Boat Street Kitchen & Bistro,Seattle,US,3,10,30,14,30
Boat Street Kitchen & Bistro,Seattle,US,4,10,30,14,30
Boat Street Kitchen & Bistro,Seattle,US,4,18,0,21,0
Boat Street Kitchen & Bistro,Seattle,US,5,10,30,14,30
Boat Street Kitchen & Bistro,Seattle,US,5,18,0,21,0
Boat Street Kitchen & Bistro,Seattle,US,6,10,30,14,30
Boatshed Restaurant,Perth,AU,0,8,0,16,0
Boatshed Restaurant,Perth,AU,1,8,0,16,0
Boatshed Restaurant,Perth,AU,2,8,0,16,0
Boatshed Restaurant,Perth,AU,3,8,0,16,0
Boatshed Restaurant,Perth,AU,4,8,0,16,0
Boatshed Restaurant,Perth,AU,5,8,0,17,0
Boatshed Restaurant,Perth,AU,6,8,0,16,0
Boba Hut,Las Vegas,US,0,11,0,22,0
Boba Hut,Las Vegas,US,1,11,0,22,0
Boba Hut,Las Vegas,US,2,11,0,22,0
Boba Hut,Las Vegas,US,3,11,0,22,0
Boba Hut,Las Vegas,US,4,11,0,0,0
Boba Hut,Las Vegas,US,5,11,0,0,0
Boba Hut,Las Vegas,US,6,11,0,22,0
Boba Pub,San Jose,US,0,9,30,20,0
Boba Pub,San Jose,US,1,9,30,20,0
Boba Pub,San Jose,US,2,9,30,20,0
Boba Pub,San Jose,US,3,9,30,20,0
Boba Pub,San Jose,US,4,9,30,21,0
Boba Pub,San Jose,US,5,9,30,21,0
Boba Pub,San Jose,US,6,9,30,20,0
Bobwhite Counter,New York,US,0,12,0,22,0
Bobwhite Counter,New York,US,1,12,0,22,0
Bobwhite Counter,New York,US,2,12,0,22,0
Bobwhite Counter,New York,US,3,12,0,22,0
Bobwhite Counter,New York,US,4,12,0,23,0
Bobwhite Counter,New York,US,5,12,0,23,0
Bobwhite Counter,New York,US,6,12,0,22,0
Bobèche,Perth,AU,0,16,0,0,0
Bobèche,Perth,AU,1,16,0,0,0
Bobèche,Perth,AU,2,16,0,0,0
Bobèche,Perth,AU,3,16,0,0,0
Bobèche,Perth,AU,4,16,0,2,0
Bobèche,Perth,AU,5,16,0,2,0
Boca2 Gastro Bar & Bites,Houston,US,0,11,0,22,0
Boca2 Gastro Bar & Bites,Houston,US,1,11,0,22,0
Boca2 Gastro Bar & Bites,Houston,US,2,11,0,22,0
Boca2 Gastro Bar & Bites,Houston,US,3,11,0,23,0
Boca2 Gastro Bar & Bites,Houston,US,4,11,0,23,0
Boca2 Gastro Bar & Bites,Houston,US,5,16,0,23,0
Boca2 Gastro Bar & Bites,Houston,US,6,16,0,21,0
Bocca Deli,Houston,US,0,6,30,19,0
Bocca Deli,Houston,US,1,6,30,19,0
Bocca Deli,Houston,US,2,6,30,19,0
Bocca Deli,Houston,US,3,6,30,19,0
Bocca Deli,Houston,US,4,6,30,19,0
Bocca Deli,Houston,US,5,8,30,15,30
Bocca Deli,Houston,US,6,8,30,15,30
Bocca Di Lupo,London,GB,0,12,0,15,0
Bocca Di Lupo,London,GB,0,17,0,23,0
Bocca Di Lupo,London,GB,1,12,0,15,0
Bocca Di Lupo,London,GB,1,17,0,23,0
Bocca Di Lupo,London,GB,2,12,0,15,0
Bocca Di Lupo,London,GB,2,17,0,23,0
Bocca Di Lupo,London,GB,3,12,0,15,0
Bocca Di Lupo,London,GB,3,17,0,23,0
Bocca Di Lupo,London,GB,4,12,0,15,0
Bocca Di Lupo,London,GB,4,17,0,23,0
Bocca Di Lupo,London,GB,5,12,0,15,0
Bocca Di Lupo,London,GB,5,17,0,23,0
Bocca Di Lupo,London,GB,6,12,0,15,0
Bocca Di Lupo,London,GB,6,17,0,21,30
Bocho Sushi,Las Vegas,US,0,11,0,22,0
Bocho Sushi,Las Vegas,US,1,11,0,22,0
Bocho Sushi,Las Vegas,US,2,11,0,22,0
Bocho Sushi,Las Vegas,US,3,11,0,22,0
Bocho Sushi,Las Vegas,US,4,11,0,22,30
Bocho Sushi,Las Vegas,US,5,17,0,22,30
BoDa Chinese & Vietnamese Food,San Jose,US,0,11,0,22,0
BoDa Chinese & Vietnamese Food,San Jose,US,1,11,0,22,0
BoDa Chinese & Vietnamese Food,San Jose,US,2,11,0,22,0
BoDa Chinese & Vietnamese Food,San Jose,US,3,11,0,22,0
BoDa Chinese & Vietnamese Food,San Jose,US,4,11,0,22,0
BoDa Chinese & Vietnamese Food,San Jose,US,5,11,0,22,0
BoDa Chinese & Vietnamese Food,San Jose,US,6,11,0,22,0
Bodean's,London,GB,0,12,0,23,0
Bodean's,London,GB,1,12,0,23,0
Bodean's,London,GB,2,12,0,23,0
Bodean's,London,GB,3,12,0,23,0
Bodean's,London,GB,4,11,30,23,0
Bodean's,London,GB,5,11,30,23,0
Bodean's,London,GB,6,11,30,22,30
Bodegas Taco Shop,Houston,US,0,10,0,22,0
Bodegas Taco Shop,Houston,US,1,10,0,22,0
Bodegas Taco Shop,Houston,US,2,10,0,22,0
Bodegas Taco Shop,Houston,US,3,10,0,22,0
Bodegas Taco Shop,Houston,US,4,10,0,0,0
Bodegas Taco Shop,Houston,US,5,10,0,0,0
Bodegas Taco Shop,Houston,US,6,10,0,22,0
Boeufhaus,Chicago,US,1,11,30,15,30
Boeufhaus,Chicago,US,1,17,30,23,0
Boeufhaus,Chicago,US,2,11,30,15,30
Boeufhaus,Chicago,US,2,17,30,23,0
Boeufhaus,Chicago,US,3,11,30,15,30
Boeufhaus,Chicago,US,3,17,30,23,0
Boeufhaus,Chicago,US,4,11,30,15,30
Boeufhaus,Chicago,US,4,17,30,0,0
Boeufhaus,Chicago,US,5,11,30,15,30
Boeufhaus,Chicago,US,5,17,30,0,0
Boeufhaus,Chicago,US,6,17,30,23,0
Bogart'z,Detroit,US,1,12,0,0,0
Bogart'z,Detroit,US,2,12,0,0,0
Bogart'z,Detroit,US,3,12,0,0,0
Bogart'z,Detroit,US,4,12,0,0,0
Bogart'z,Detroit,US,5,12,0,0,0
Bogart'z,Detroit,US,6,16,0,21,0
Bogie's Place,Boston,US,0,17,0,21,30
Bogie's Place,Boston,US,1,17,0,21,30
Bogie's Place,Boston,US,2,17,0,21,30
Bogie's Place,Boston,US,3,17,0,21,30
Bogie's Place,Boston,US,4,17,0,21,30
Bogie's Place,Boston,US,5,17,0,21,30
Bogie's Place,Boston,US,6,17,0,21,30
Bogue's,Birmingham,US,0,6,0,14,0
Bogue's,Birmingham,US,1,6,0,14,0
Bogue's,Birmingham,US,2,6,0,14,0
Bogue's,Birmingham,US,3,6,0,14,0
Bogue's,Birmingham,US,4,6,0,14,0
Bogue's,Birmingham,US,5,6,0,14,0
Bogue's,Birmingham,US,6,7,0,14,0
Boheme,Houston,US,0,16,0,2,0
Boheme,Houston,US,1,16,0,2,0
Boheme,Houston,US,2,16,0,2,0
Boheme,Houston,US,3,16,0,2,0
Boheme,Houston,US,4,12,0,2,0
Boheme,Houston,US,5,23,0,2,0
Boheme,Houston,US,6,23,0,2,0
Bohemeo's,Houston,US,0,10,0,22,0
Bohemeo's,Houston,US,1,10,0,23,0
Bohemeo's,Houston,US,2,10,0,23,0
Bohemeo's,Houston,US,3,10,0,23,0
Bohemeo's,Houston,US,4,10,0,0,0
Bohemeo's,Houston,US,5,12,0,0,0
Bohemeo's,Houston,US,6,12,0,23,0
Bohemian House,Chicago,US,0,11,30,14,0
Bohemian House,Chicago,US,0,17,0,22,0
Bohemian House,Chicago,US,1,11,30,14,0
Bohemian House,Chicago,US,1,17,0,22,0
Bohemian House,Chicago,US,2,11,30,14,0
Bohemian House,Chicago,US,2,17,0,22,0
Bohemian House,Chicago,US,3,11,30,14,0
Bohemian House,Chicago,US,3,17,0,23,0
Bohemian House,Chicago,US,4,11,30,14,0
Bohemian House,Chicago,US,4,17,0,23,0
Bohemian House,Chicago,US,5,10,0,14,0
Bohemian House,Chicago,US,5,17,0,23,0
Bohemian House,Chicago,US,6,10,0,14,0
Bohemian House,Chicago,US,6,17,0,22,0
Boil House,Houston,US,2,17,0,21,0
Boil House,Houston,US,3,17,0,21,0
Boil House,Houston,US,4,17,0,21,0
Boil House,Houston,US,5,12,0,21,0
Boil House,Houston,US,6,12,0,21,0
BOKA Restaurant + Bar,Seattle,US,0,6,30,23,0
BOKA Restaurant + Bar,Seattle,US,1,6,30,23,0
BOKA Restaurant + Bar,Seattle,US,2,6,30,23,0
BOKA Restaurant + Bar,Seattle,US,3,6,30,23,0
BOKA Restaurant + Bar,Seattle,US,4,6,30,0,0
BOKA Restaurant + Bar,Seattle,US,5,8,0,0,0
BOKA Restaurant + Bar,Seattle,US,6,8,0,23,0
Bollo Woodfired Pizza,Houston,US,0,17,0,22,0
Bollo Woodfired Pizza,Houston,US,1,11,0,22,0
Bollo Woodfired Pizza,Houston,US,2,11,0,22,0
Bollo Woodfired Pizza,Houston,US,3,11,0,22,0
Bollo Woodfired Pizza,Houston,US,4,11,0,23,0
Bollo Woodfired Pizza,Houston,US,5,11,0,23,0
Bollo Woodfired Pizza,Houston,US,6,11,0,22,0
Bollywood Dimensions Indian Cuisine,Braddon,AU,0,17,30,21,30
Bollywood Dimensions Indian Cuisine,Braddon,AU,1,17,30,21,30
Bollywood Dimensions Indian Cuisine,Braddon,AU,2,17,30,21,30
Bollywood Dimensions Indian Cuisine,Braddon,AU,3,17,30,21,30
Bollywood Dimensions Indian Cuisine,Braddon,AU,4,17,30,21,30
Bollywood Dimensions Indian Cuisine,Braddon,AU,5,17,30,21,30
Bollywood Dimensions Indian Cuisine,Braddon,AU,6,17,30,21,30
Boloco Atlantic Wharf,Boston,US,0,7,0,21,0
Boloco Atlantic Wharf,Boston,US,1,7,0,21,0
Boloco Atlantic Wharf,Boston,US,2,7,0,21,0
Boloco Atlantic Wharf,Boston,US,3,7,0,21,0
Boloco Atlantic Wharf,Boston,US,4,7,0,21,0
Boloco Atlantic Wharf,Boston,US,5,10,0,16,0
Boloco Atlantic Wharf,Boston,US,6,10,0,16,0
Boloco,Boston,US,0,10,0,22,0
Boloco,Boston,US,1,10,0,22,0
Boloco,Boston,US,2,10,0,22,0
Boloco,Boston,US,3,10,0,22,0
Boloco,Boston,US,4,10,0,22,0
Boloco,Boston,US,5,10,0,22,0
Boloco,Boston,US,6,10,0,22,0
Boloco,Boston,US,0,7,0,16,0
Boloco,Boston,US,1,7,0,16,0
Boloco,Boston,US,2,7,0,16,0
Boloco,Boston,US,3,7,0,16,0
Boloco,Boston,US,4,7,0,16,0
Boloco Copley Square,Boston,US,0,10,0,22,0
Boloco Copley Square,Boston,US,1,10,0,22,0
Boloco Copley Square,Boston,US,2,10,0,22,0
Boloco Copley Square,Boston,US,3,10,0,22,0
Boloco Copley Square,Boston,US,4,10,0,22,0
Boloco Copley Square,Boston,US,5,10,0,22,0
Boloco Copley Square,Boston,US,6,10,0,22,0
Bomba Rooftop,Melbourne,AU,0,17,0,1,0
Bomba Rooftop,Melbourne,AU,1,17,0,1,0
Bomba Rooftop,Melbourne,AU,2,17,0,1,0
Bomba Rooftop,Melbourne,AU,3,17,0,1,0
Bomba Rooftop,Melbourne,AU,4,17,0,1,0
Bomba Rooftop,Melbourne,AU,5,15,0,1,0
Bomba Rooftop,Melbourne,AU,6,15,0,1,0
Bombay Pizza,Houston,US,0,10,30,22,0
Bombay Pizza,Houston,US,1,10,30,22,0
Bombay Pizza,Houston,US,2,10,30,22,0
Bombay Pizza,Houston,US,3,10,30,22,0
Bombay Pizza,Houston,US,4,10,30,23,0
Bombay Pizza,Houston,US,5,12,0,23,0
Bombay Pizza,Houston,US,6,12,0,21,0
Bon Kura,Dickson,AU,0,11,30,15,0
Bon Kura,Dickson,AU,0,17,0,23,0
Bon Kura,Dickson,AU,1,11,30,15,0
Bon Kura,Dickson,AU,1,17,0,23,0
Bon Kura,Dickson,AU,2,11,30,15,0
Bon Kura,Dickson,AU,2,17,0,23,0
Bon Kura,Dickson,AU,3,11,30,15,0
Bon Kura,Dickson,AU,3,17,0,23,0
Bon Kura,Dickson,AU,4,11,30,15,0
Bon Kura,Dickson,AU,4,17,0,23,0
Bon Kura,Dickson,AU,5,11,30,15,0
Bon Kura,Dickson,AU,5,17,0,23,0
Bon Kura,Dickson,AU,6,11,30,15,0
Bon Kura,Dickson,AU,6,17,0,23,0
Bon Me,Boston,US,5,15,0,20,0
Bon Me,Boston,US,6,11,0,15,0
Bon Me,Boston,US,0,11,0,14,30
Bon Me,Boston,US,1,11,0,14,30
Bon Me,Boston,US,2,11,0,14,30
Bon Me,Boston,US,3,11,0,14,30
Bon Me,Boston,US,4,11,0,14,30
Bon Me,Boston,US,0,11,0,15,0
Bon Me,Boston,US,1,11,0,15,0
